countryA,countryB,bilateralTradeNormValue,bilateralTradeRawValue,foreignCapitalInvestmentNormValue,foreignCapitalInvestmentRawValue,onlineSearchInterestRawValue,migrantDestinationsRawValue,migrantDestinationsNormValue,travelDestinationsRawValue,travelDestinationsNormValue,foreignMediaFlowsRawValue,armsTradeNormValue,armsTradeRawValue,jointTrainingNormValue,jointTrainingRawValue,defenceDialoguesNormValue,defenceDialoguesRawValue,diplomaticDialoguesNormValue,diplomaticDialoguesRawValue
NZ,BR,0.0005467635,41570514.0,,,,220.0,0.0002727823,229.0,0.0004968214,,,,0.04048583,10.0,,,,
NZ,BRA,0.0025730501,195629406.0,,,,,,,,,,,,,,,,
NZ,BS,1.78835e-05,1359685.0,,,,,,,,,,,,,,,,
NZ,BT,2.6799e-06,203751.0,,,,,,,,,,,,,,,,
NZ,BW,1.1549e-06,87806.0,,,,,,,,,,,,,,,,
NZ,BY,0.0001807878,13745322.0,,,,,,,,,,,,,,,,
NZ,BZ,4.5357e-06,344850.0,,,,,,,,,,,,,,,,
NZ,CA,0.0119423856,907981467.0000001,,,,,,,,,,,,,,,,
NZ,CB,0.0004478596,34050835.0,0.0014086111,30600000.0,0.0033907688,,,4446.0,0.0096457108,4.89754e-05,,,0.020242915,5.0,,,0.125,1.0
NZ,CD,2.46577e-05,1874726.0,,,,,,,,,,,,,,,,
NZ,CF,3.2818e-06,249516.0,,,,,,,,,,,,,,,,
NZ,CG,4.44926e-05,3382780.0,,,,,,,,,,,,,,,,
NZ,CH,0.0046983833,357218825.0,,,,,,,,,,,,,,,,
NZ,CI,0.0002316509,17612458.0,,,,,,,,,,,,,,,,
NZ,CL,0.0024478851,186113091.0,,,,,,,,,,,,,,,,
NZ,CM,0.0002617014,19897198.0,,,,,,,,,,,,,,,,
NZ,CN,0.2639669632,20069450040.999996,0.0024569211,1658780000.0,0.0745277143,2345.0,0.0029076111,34872.2315109276,0.0756561989,0.0064955925,,,0.020242915,5.0,,,,
NZ,CO,0.0004792795,36439693.0,,,,,,,,,,,,,,,,
NZ,CR,0.0002832868,21538339.999999996,,,,,,,,,,,,,,,,
NZ,CU,0.0008586451,65282919.99999999,,,,,,,,,,,,,,,,
NZ,CV,3.135e-07,23835.0,,,,,,,,,,,,,,,,
NZ,DJ,3.08915e-05,2348683.0,,,,,,,,,,,,,,,,
NZ,DM,1.303e-07,9909.0,,,,,,,,,,,,,,,,
NZ,DO,0.0003307175,25144502.000000004,,,,,,,,,,,,,,,,
NZ,DZ,0.0033856652,257412663.99999994,,,,,,,,,,,,,,,,
NZ,EC,0.0008137594,61870259.0,,,,,,,,,,,,,,,,
NZ,EG,0.0021156898,160856230.99999997,,,,,,,,,,,,,,,,
NZ,ER,1.264e-07,9613.0,,,,,,,,,,,,,,,,
NZ,ET,6.44226e-05,4898058.0,,,,,,,,,,,,,,,,
NZ,EU,0.1031113682,7839573660.0,,,,,,,,,,,,,,,,
NZ,FJ,0.0039602821,301100879.0,,,,,,,,,,,,,,,,
NZ,FK,2.379e-06,180878.0,,,,,,,,,,,,,,,,
NZ,FM,2.76706e-05,2103801.0000000005,,,,,,,,,,,,,,,,
NZ,FO,4.27172e-05,3247792.0,,,,,,,,,,,,,,,,
NZ,GA,1.97836e-05,1504148.0,,,,,,,,,,,,,,,,
NZ,GD,3.73778e-05,2841841.0,,,,,,,,,,,,,,,,
NZ,GE,0.0004851586,36886686.0,,,,,,,,,,,,,,,,
NZ,GH,0.0005197603,39517456.0,,,,,,,,,,,,,,,,
NZ,GI,8.5065e-06,646752.0,,,,,,,,,,,,,,,,
NZ,GL,2.7e-09,204.0,,,,,,,,,,,,,,,,
NZ,GM,1.4554e-05,1106539.9999999998,,,,,,,,,,,,,,,,
NZ,GN,1.01688e-05,773137.0,,,,,,,,,,,,,,,,
NZ,GQ,8.8047e-06,669419.0,,,,,,,,,,,,,,,,
NZ,GT,0.0006001865,45632276.00000001,,,,,,,,,,,,,,,,
NZ,GY,0.0002459495,18699583.0,,,,,,,,,,,,,,,,
NZ,HN,7.69283e-05,5848869.0,,,,,,,,,,,,,,,,
NZ,HT,1.57287e-05,1195853.0,,,,,,,,,,,,,,,,
NZ,ID,0.0178048342,1353704369.0,0.0005020385,97400000.0,0.0085807211,,,19947.0,0.0432755271,0.0022038948,,,0.036437247,9.0,,,0.125,1.0
NZ,IL,0.0015473763,117647269.0,,,,,,,,,,,,,,,,
NZ,IN,0.0103706502,788482175.0,0.007545166,2730910000.0000005,0.1512698083,,,16653.0,0.0361291098,0.089065994,,,0.036437247,9.0,,,,
NZ,IQ,5.43291e-05,4130650.9999999995,,,,,,,,,,,,,,,,
NZ,IR,6.44746e-05,4902011.0,,,,,,,,,,,,,,,,
NZ,IS,5.68184e-05,4319915.0,,,,,,,,,,,,,,,,
NZ,JM,0.0004026081,30610356.0,,,,,,,,,,,,,,,,
NZ,JO,0.0008596252,65357440.99999999,,,,,,,,,,,,,,,,
NZ,JP,0.057968234,4407334015.0,0.0013673604,140100000.0,0.0848384195,3552.0,0.0044041939,16070.0,0.0348642763,0.0033820021,,,0.0769230769,19.0,0.2857142857,2.0,,
NZ,KE,9.40746e-05,7152510.0,,,,,,,,,,,,,,,,
NZ,KG,4.817e-07,36622.0,,,,,,,,,,,,,,,,
NZ,KI,7.36377e-05,5598687.0,,,,,,,,,,,,,,,,
NZ,KM,7.3975e-06,562430.0,,,,,,,,,,,,,,,,
NZ,KN,2.873e-07,21841.0,,,,,,,,,,,,,,,,
NZ,KW,0.0010757755,81791384.99999999,,,,,,,,,,,,,,,,
NZ,KZ,1.25665e-05,955432.0,,,,,,,,,,,,,,,,
NZ,LA,4.68766e-05,3564036.0,,,0.0001383987,,,1226.0,0.0026598384,,,,0.016194332,4.0,,,,
NZ,LB,4.86126e-05,3696022.0,,,,,,,,,,,,,,,,
NZ,LC,2.91683e-05,2217673.0,,,,,,,,,,,,,,,,
NZ,LR,8.6076e-06,654434.0000000001,,,,,,,,,,,,,,,,
NZ,LS,5.7935e-06,440481.0,,,,,,,,,,,,,,,,
NZ,LY,0.0007776076,59121626.0,,,,,,,,,,,,,,,,
NZ,MA,0.0233289339,1773702544.0,0.0013560064,179780000.0,0.0143934676,2482.0,0.0030774801,8794.0,0.0190788081,0.0061004271,,,0.0850202429,21.0,0.1428571429,1.0,,
NZ,MAR,0.0007133144,54233404.0,,,,,,,,,,,,,,,,
NZ,MD,5.7638e-06,438221.0,,,,,,,,,,,,,,,,
NZ,ME,8.9574e-06,681032.0,,,,,,,,,,,,,,,,
NZ,MG,6.78736e-05,5160440.0,,,,,,,,,,,,,,,,
NZ,MH,5.65531e-05,4299742.999999999,,,,,,,,,,,,,,,,
NZ,ML,4.0774e-06,310006.0,,,,,,,,,,,,,,,,
NZ,MO,0.0001537282,11687976.0,,,0.0025603764,,,57.0,0.000123663,,,,,,,,,
NZ,MR,9.9795e-06,758745.0,,,,,,,,,,,,,,,,
NZ,MS,4.22e-08,3207.0,,,,,,,,,,,,,,,,
NZ,MU,0.000801331,60925320.0,,,,,,,,,,,,,,,,
NZ,MV,0.0001877109,14271688.0,,,,,,,,,,,,,,,,
NZ,MW,1.0601e-06,80598.0,,,,,,,,,,,,,,,,
NZ,MX,0.0064943345,493765279.99999994,,,,,,,,,,,,,,,,
NZ,MY,0.0005952745,45258813.0,0.0003319299,19000000.0,0.0053975503,,,822.0,0.00178335,,,,0.012145749,3.0,,,,
NZ,MZ,2.88137e-05,2190709.0,,,,,,,,,,,,,,,,
NZ,NA,1.13924e-05,866166.9999999999,,,,,,,,,,,,,,,,
NZ,NC,0.0011657103,88629141.0,,,,,,,,,,,,,,,,
NZ,NE,5.0504e-06,383984.0,,,,,,,,,,,,,,,,
NZ,NG,0.001629092,123860120.00000001,,,,,,,,,,,,,,,,
NZ,NI,0.0001318369,10023578.0,,,,,,,,,,,,,,,,
NZ,NK,,,,,0.0038751643,,,,,7.20745e-05,,,,,,,,
NZ,NO,0.0010197226,77529670.0,,,,,,,,,,,,,,,,
NZ,NP,0.0001072255,8152372.0,,,0.0069891357,,,,,,,,,,,,,
NZ,NR,5.33293e-05,4054638.0000000005,,,,,,,,,,,,,,,,
NZ,OM,0.0013241779,100677452.0,,,,,,,,,,,,,,,,
NZ,PA,0.0004899785,37253144.0,,,,,,,,,,,,,,,,
NZ,PE,0.0011704027,88985901.0,,,,,,,,,,,,,,,,
NZ,PF,0.0015346301,116678167.0,,,,,,,,,,,,,,,,
NZ,PG,0.0016320231,124082977.0,,,0.0029755726,1783.0,0.0022107764,1922.0,0.0041698282,0.0003918035,0.008356546,3000000.0,0.028340081,7.0,,,,
NZ,PH,0.0073131146,556017261.0,0.0001818336,14600000.000000002,0.041519618,407.0,0.0005046472,6883.0,0.0149328447,0.0113568132,,,0.032388664,8.0,,,,
NZ,PK,0.0011279345,85757038.0,,,0.012179088,,,1322.0296881743,0.0028681772,0.0133702952,,,0.016194332,4.0,,,,
NZ,PS,6.788e-07,51613.0,,,,,,,,,,,,,,,,
NZ,PW,1.03834e-05,789450.0,,,,,,,,,,,,,,,,
NZ,PY,6.34858e-05,4826834.0,,,,,,,,,,,,,,,,
NZ,QA,0.0011639898,88498330.00000001,,,,,,,,,,,,,,,,
NZ,RS,9.55999e-05,7268472.0,,,,,,,,,,,,,,,,
NZ,RU,0.0062922939,478404102.99999994,0.0003440006,53670000.0,0.0253961664,84.0,0.0001041532,444.0,0.0009632694,0.0494878926,,,0.012145749,3.0,,,,
NZ,RW,4.8078e-06,365535.0,,,,,,,,,,,,,,,,
NZ,SA,0.0103148335,784238425.9999999,,,,,,,,,,,,,,,,
NZ,SB,0.0002922546,22220160.0,,,,,,,,,,,,,,,,
NZ,SC,1.34314e-05,1021194.9999999999,,,,,,,,,,,,,,,,
NZ,SD,0.0009041307,68741203.0,,,,,,,,,,,,,,,,
NZ,SG,0.0230409793,1751809305.0,0.0012720931,149600000.0,0.0209674071,3946.0,0.0048927222,23767.0,0.0515631149,0.019387035,,,0.0931174089,23.0,,,0.125,1.0
NZ,SK,0.0383456283,2915424197.0000005,0.0008015852,58300000.00000001,0.0125250848,3161.0,0.0039193854,6598.0,0.0143145299,0.0105574247,0.2590529248,93000000.0,0.0566801619,14.0,0.1428571429,1.0,,
NZ,SL,0.0042638459,324180883.0,0.0109876059,162610000.0,0.0164694485,111.0,0.0001376311,2324.0,0.0050419775,0.0013223369,,,0.028340081,7.0,,,,
NZ,SLE,3.31096e-05,2517331.0,,,,,,,,,,,,,,,,
NZ,SM,4.42e-07,33606.0,,,,,,,,,,,,,,,,
NZ,SN,8.5167e-05,6475262.0,,,,,,,,,,,,,,,,
NZ,SO,9.32486e-05,7089708.999999999,,,,,,,,,,,,,,,,
NZ,SR,1.59079e-05,1209482.0,,,,,,,,,,,,,,,,
NZ,SS,8.194e-07,62302.0,,,,,,,,,,,,,,,,
NZ,ST,1.32669e-05,1008683.9999999999,,,,,,,,,,,,,,,,
NZ,SV,0.0003385153,25737375.0,,,,,,,,,,,,,,,,
NZ,SX,2.1981e-06,167125.0,,,,,,,,,,,,,,,,
NZ,SY,0.0001906251,14493253.000000002,,,,,,,,,,,,,,,,
NZ,SZ,1.6532e-06,125696.0,,,,,,,,,,,,,,,,
NZ,TD,5.05e-08,3838.0,,,,,,,,,,,,,,,,
NZ,TG,0.0001293521,9834659.0,,,,,,,,,,,,,,,,
NZ,TH,0.0276227894,2100165058.0,0.0020915224,125400000.0,0.0296865269,1869.0,0.0023174095,15690.0,0.0340398566,0.0043958497,,,0.048582996,12.0,,,,
NZ,TJ,2.0037e-06,152343.0,,,,,,,,,,,,,,,,
NZ,TL,4.62845e-05,3519020.0000000005,,,,,,,,,,,,,,,,
NZ,TN,0.0001486169,11299363.999999998,,,,,,,,,,,,,,,,
NZ,TO,0.000720914,54811203.0,,,,,,,,,,,,,,,,
NZ,TR,0.0021903056,166529281.0,,,,,,,,,,,,,,,,
NZ,TT,0.0005781779,43958955.0,,,,,,,,,,,,,,,,
NZ,TV,2.00137e-05,1521645.0000000002,,,,,,,,,,,,,,,,
NZ,TW,0.0186241789,1415999274.0,0.0016614603,58400000.00000001,6.91994e-05,345.0,0.0004277722,3093.0,0.0067103427,0.0001959018,,,,,,,,
NZ,TZ,4.43092e-05,3368833.0,,,,,,,,,,,,,,,,
NZ,UA,0.0003533934,26868554.0,,,,,,,,,,,,,,,,
NZ,UG,1.67106e-05,1270510.0,,,,,,,,,,,,,,,,
NZ,UK,0.0250861875,1907306807.0,,,,,,,,,,,,,,,,
NZ,US,0.1029355199,7826203885.999999,0.0043051266,3364599998.0,0.1709224275,49640.0,0.0615496017,43844.0,0.0951206803,0.5951932061,0.4178272981,150000000.0,0.1255060729,31.0,0.2857142857,2.0,0.125,1.0
NZ,UY,0.0001928076,14659194.0,,,,,,,,,,,,,,,,
NZ,UZ,1.8188e-06,138285.0,,,,,,,,,,,,,,,,
NZ,VC,1.38197e-05,1050714.0,,,,,,,,,,,,,,,,
NZ,VE,3.8124e-06,289854.0,,,,,,,,,,,,,,,,
NZ,VN,0.0153724624,1168770753.0,0.0005344984,116600000.0,0.015431458,,,9470.0,0.0205454074,0.0092765636,,,0.032388664,8.0,0.1428571429,1.0,0.125,1.0
NZ,VU,0.0003882681,29520084.999999996,,,,,,,,,,,,,,,,
NZ,WS,0.0010088221,76700907.0,,,,,,,,,,,,,,,,
NZ,YE,0.0001584342,12045774.0,,,,,,,,,,,,,,,,
NZ,ZA,0.0025735257,195665565.0,,,,,,,,,,,,,,,,
NZ,ZM,5.3693e-06,408230.0,,,,,,,,,,,,,,,,
NZ,ZW,5.746e-06,436870.0,,,,,,,,,,,,,,,,
OM,BA,,,0.0003498692,9900000.0,,,,,,,,,,,,,,
OM,ID,,,0.0140529555,2726400000.0,,,,,,,,,,,,,,
OM,IN,,,0.0003598922,130259999.99999999,,,,,,,,,,,,,,
OM,SK,,,0.0037535638,273000000.0,,,,,,,,,,,,,,
OM,TH,,,0.0007839039,47000000.0,,,,,,,,,,,,,,
OM,US,,,0.0001621172,126700000.0,,,,,,,,,,,,,,
PA,CN,,,8.67961e-05,58600000.0,,,,,,,,,,,,,,
PA,RU,,,0.0001211405,18900000.0,,,,,,,,,,,,,,
PA,SK,,,9.21204e-05,6700000.0,,,,,,,,,,,,,,
PA,US,,,0.0019539793,1527100000.0000002,,,,,,,,,,,,,,
PE,AU,,,8.80441e-05,16500000.0,,,,,,,,,,,,,,
PE,CN,,,9.4794e-06,6400000.0,,,,,,,,,,,,,,
PE,IN,,,0.0001127253,40800000.0,,,,,,,,,,,,,,
PE,US,,,0.0001308965,102300000.0,,,,,,,,,,,,,,
PG,AE,3.48768e-05,367440.0,,,,,,,,,,,,,,,,
PG,AG,0.0044823857,47223562.0,,,,,,,,,,,,,,,,
PG,AI,1.23809e-05,130437.0,,,,,,,,,,,,,,,,
PG,AM,4.7459e-06,50000.0,,,,,,,,,,,,,,,,
PG,AN,0.0072461971,76341320.0,,,,,,,,,,,,,,,,
PG,AR,3.4171e-06,36000.0,,,,,,,,,,,,,,,,
PG,AU,0.2687219178,2831083050.0,,,0.2894697977,35270.0,0.8233728639,9304.0,0.2780886784,0.2428465834,0.8888888889,24000000.0,0.1367521368,16.0,,,0.6,3.0
PG,AZ,3.7967e-06,40000.0,,,,,,,,,,,,,,,,
PG,BA,0.0001661072,1750000.0,,,0.0069413676,,,,,,,,0.0341880342,4.0,,,,
PG,BM,1.89837e-05,200000.0,,,,,,,,,,,,,,,,
PG,BR,0.0029091703,30649166.0,,,0.0005907547,,,,,,,,0.0427350427,5.0,,,,
PG,BRA,0.0004917522,5180788.0,,,,,,,,,,,,,,,,
PG,CA,0.0016463356,17344744.0,,,,,,,,,,,,,,,,
PG,CB,0.000129089,1360000.0,0.0014086111,30600000.0,0.0020676414,,,,,,,,0.0341880342,4.0,,,,
PG,CH,0.0053902238,56787966.0,,,,,,,,,,,,,,,,
PG,CI,0.0002088205,2200000.0,,,,,,,,,,,,,,,,
PG,CL,6.11707e-05,644455.9999999999,,,,,,,,,,,,,,,,
PG,CM,6.839e-07,7205.0,,,,,,,,,,,,,,,,
PG,CN,0.2012818917,2120577868.9999998,,,0.0684536996,,,367.875745903,0.0109954944,,,,0.0341880342,4.0,,,0.4,2.0
PG,CO,2.4231e-05,255282.0,,,,,,,,,,,,,,,,
PG,CR,1.0436e-06,10995.0,,,,,,,,,,,,,,,,
PG,EC,3.6069e-05,380000.0,,,,,,,,,,,,,,,,
PG,EG,8.19341e-05,863205.0,,,,,,,,,,,,,,,,
PG,ET,5.4016e-06,56908.0,,,,,,,,,,,,,,,,
PG,EU,0.0760351881,801058336.0,,,,,,,,,,,,,,,,
PG,FJ,0.0017470797,18406119.999999996,,,,,,,,,,,,,,,,
PG,FM,3.2228e-06,33953.0,,,,,,,,,,,,,,,,
PG,GE,0.0001419899,1495915.0,,,,,,,,,,,,,,,,
PG,GM,8.73857e-05,920640.0,,,,,,,,,,,,,,,,
PG,GU,1.51988e-05,160125.0,,,,,,,,,,,,,,,,
PG,GY,0.0059788118,62988955.0,,,,,,,,,,,,,,,,
PG,ID,0.0151542242,159655259.0,,,0.0299808005,,,20975.0,0.6269249816,0.0013181433,,,0.0341880342,4.0,,,,
PG,IL,0.0001281399,1350000.0,,,,,,,,,,,,,,,,
PG,IN,0.0205619941,216628080.0,,,0.1314429183,,,84.0,0.0025106888,0.029915286,,,0.0341880342,4.0,,,,
PG,IR,7.9321e-06,83568.0,,,,,,,,,,,,,,,,
PG,JO,0.0001490352,1570140.0,,,,,,,,,,,,,,,,
PG,JP,0.0974063735,1026211540.0,,,0.0886870477,,,152.0,0.0045431512,,,,0.0683760684,8.0,1.0,2.0,,
PG,KE,3.1836e-06,33540.0,,,,,,,,,,,,,,,,
PG,LA,,,,,0.0010338207,,,,,,,,0.0170940171,2.0,,,,
PG,MA,0.0385065316,405680303.0,,,0.0208241028,,,189.0,0.0056490499,0.0035150488,,,0.0512820513,6.0,,,,
PG,MD,1.2029e-06,12673.0,,,,,,,,,,,,,,,,
PG,MG,5.5698e-06,58680.0,,,,,,,,,,,,,,,,
PG,MH,5.7189e-06,60251.0,,,,,,,,,,,,,,,,
PG,MO,1.0441e-05,110000.0,,,0.0012553537,,,,,,,,,,,,,
PG,MU,9.492e-07,10000.0,,,,,,,,,,,,,,,,
PG,MX,2.94916e-05,310705.0,,,,,,,,,,,,,,,,
PG,MY,0.0004033489,4249427.0,,,0.0078274996,,,,,,,,0.0170940171,2.0,,,,
PG,NC,0.0001130979,1191527.0,,,,,,,,,,,,,,,,
PG,NG,1.1386e-06,11996.0,,,,,,,,,,,,,,,,
PG,NI,1.03662e-05,109212.0,,,,,,,,,,,,,,,,
PG,NK,0.0004304396,4534838.0,,,0.0035445281,,,,,,,,,,,,,
PG,NO,5.60019e-05,590000.0,,,,,,,,,,,,,,,,
PG,NP,,,,,0.0045045045,,,,,,,,,,,,,
PG,NZ,0.0128160467,135021709.0,,,0.051617191,1618.0,0.0377719675,722.0,0.0215799684,0.0007532247,0.1111111111,3000000.0,0.0598290598,7.0,,,,
PG,PA,8.3298e-06,87757.0,,,,,,,,,,,,,,,,
PG,PE,5.023e-07,5292.0,,,,,,,,,,,,,,,,
PG,PF,3.06781e-05,323205.0,,,,,,,,,,,,,,,,
PG,PH,0.0132528164,139623236.0,,,0.0979914341,62.0,0.0014473807,1434.0,0.0428610452,0.072627357,,,0.0427350427,5.0,,,,
PG,PK,0.0001019798,1074394.0,,,0.0067198346,,,4.0778213701,0.0001218826,0.0198035339,,,0.0341880342,4.0,,,,
PG,QA,1.8984e-06,20000.0,,,,,,,,,,,,,,,,
PG,RS,9.4918e-06,100000.0,,,,,,,,,,,,,,,,
PG,RU,0.0002478479,2611168.0,,,0.0170580416,,,,,0.0566343692,,,0.0170940171,2.0,,,,
PG,SA,0.0026383659,27796143.0,,,,,,,,,,,,,,,,
PG,SB,0.0013790494,14528787.0,,,,,,,,,,,,,,,,
PG,SC,0.0002353977,2480000.0,,,,,,,,,,,,,,,,
PG,SG,0.0841441947,886489667.0,,,0.0230394329,,,,,,,,0.0427350427,5.0,,,,
PG,SK,0.0323154785,340455307.99999994,,,0.0054644809,,,55.0,0.0016439034,,,,0.0598290598,7.0,,,,
PG,SL,0.0002842415,2994586.9999999995,,,0.0095259194,,,6.0,0.0001793349,,,,0.0341880342,4.0,,,,
PG,SR,1.8984e-06,20000.0,,,,,,,,,,,,,,,,
PG,SZ,8.5742e-06,90332.0,,,,,,,,,,,,,,,,
PG,TH,0.0147537704,155436332.0,,,0.0125535371,,,,,,,,0.0427350427,5.0,,,,
PG,TL,1.093e-06,11515.0,,,,,,,,,,,,,,,,
PG,TN,2.39e-08,252.0,,,,,,,,,,,,,,,,
PG,TO,4.3014e-06,45317.0,,,,,,,,,,,,,,,,
PG,TR,0.0005220513,5500000.0,,,,,,,,,,,,,,,,
PG,TW,0.0635175054,669180000.0000001,,,,24.0,0.0005602764,,,,,,,,,,,
PG,TZ,2.35723e-05,248343.0,,,,,,,,,,,,,,,,
PG,UA,2.06382e-05,217431.0,,,,,,,,,,,,,,,,
PG,UK,0.0090906752,95773566.0,,,,,,,,,,,,,,,,
PG,US,0.0126756776,133542869.0,,,0.1128341456,2732.0,0.0637781305,164.0,0.0049018211,0.5725864536,,,0.1282051282,15.0,,,,
PG,VN,0.0008250596,8692303.0,,,0.0065721459,,,,,,,,0.0341880342,4.0,,,,
PG,VU,0.0002725002,2870889.0,,,,,,,,,,,,,,,,
PG,WS,6.72297e-05,708289.0,,,,,,,,,,,,,,,,
PG,ZA,0.0007921447,8345532.0,,,,,,,,,,,,,,,,
PG,ZM,1.7e-09,18.0,,,,,,,,,,,,,,,,
PH,AE,0.004752512,728965404.9999999,,,,,,,,,,,,,,,,
PH,AF,2.6895e-05,4125292.0,,,,,,,,,,,,,,,,
PH,AG,5.861e-07,89900.0,,,,,,,,,,,,,,,,
PH,AI,9.366e-07,143659.0,,,,,,,,,,,,,,,,
PH,AL,1.1424e-06,175231.0,,,,,,,,,,,,,,,,
PH,AM,7.031e-07,107845.0,,,,,,,,,,,,,,,,
PH,AN,0.0001230491,18873914.0,,,,,,,,,,,,,,,,
PH,AO,8.64551e-05,13260940.000000002,,,,,,,,,,,,,,,,
PH,AR,0.0024046377,368836044.0,,,,,,,,,,,,,,,,
PH,AS,7.7874e-06,1194480.0,,,,,,,,,,,,,,,,
PH,AU,0.0077619867,1190574550.0,0.0026872115,503599999.99999994,0.0418154408,286303.0,0.04581922,26546.0,0.024735187,0.0829300517,0.0097028502,16000000.0,0.0518292683,17.0,0.16,4.0,0.25,2.0
PH,AZ,2.776e-07,42576.0,,,,,,,,,,,,,,,,
PH,BA,0.0004837265,74196523.0,,,0.0041260017,,,,,,,,0.0518292683,17.0,,,,
PH,BB,4.711e-07,72263.0,,,,,,,,,,,,,,,,
PH,BF,3.033e-07,46529.0,,,,,,,,,,,,,,,,
PH,BH,0.0002007533,30792599.000000004,,,,,,,,,,,,,,,,
PH,BI,3.05e-07,46786.0,,,,,,,,,,,,,,,,
PH,BIH,2.94785e-05,4521568.999999999,,,,,,,,,,,,,,,,
PH,BJ,2.549e-07,39091.0,,,,,,,,,,,,,,,,
PH,BM,2.41611e-05,3705959.0,,,,,,,,,,,,,,,,
PH,BO,1.2919e-06,198152.0,,,,,,,,,,,,,,,,
PH,BR,0.0011317581,173595045.0,,,0.0034118861,14664.0,0.0023467901,4562.0,0.004250807,0.0014351194,,,0.0670731707,22.0,0.04,1.0,,
PH,BRA,0.0059293157,909469779.9999999,,,,,,,,,,,,,,,,
PH,BS,8.184e-07,125529.0,,,,,,,,,,,,,,,,
PH,BT,2.249e-07,34490.0,,,,,,,,,,,,,,,,
PH,BW,4.93e-08,7567.0,,,,,,,,,,,,,,,,
PH,BY,1.24197e-05,1904996.9999999998,,,,,,,,,,,,,,,,
PH,BZ,3.2806e-06,503194.9999999999,,,,,,,,,,,,,,,,
PH,CA,0.005706752,875331779.0,,,,,,,,,,,,,,,,
PH,CB,0.0003830235,58750169.0,0.0016571895,36000000.0,0.0064270412,162.0,2.59261e-05,14760.0,0.0137531591,,,,0.0396341463,13.0,0.04,1.0,0.125,1.0
PH,CF,9.04e-08,13872.0,,,,,,,,,,,,,,,,
PH,CG,6.3357e-06,971809.0,,,,,,,,,,,,,,,,
PH,CH,0.0050424482,773437355.0,,,,,,,,,,,,,,,,
PH,CI,2.27842e-05,3494765.0,,,,,,,,,,,,,,,,
PH,CL,0.0003962854,60784343.00000001,,,,,,,,,,,,,,,,
PH,CM,2.0003e-06,306819.0,,,,,,,,,,,,,,,,
PH,CN,0.27244118,41788468217.99999,0.0033577339,2266960000.0,0.100769658,209886.0,0.0335896334,300168.624701685,0.2796928753,0.0323428239,,,0.0335365854,11.0,0.04,1.0,0.375,3.0
PH,CO,0.0001252445,19210657.0,,,,,,,,,,,,,,,,
PH,CR,0.0002573008,39466156.99999999,,,,,,,,,,,,,,,,
PH,CU,3.97511e-05,6097238.0,,,,,,,,,,,,,,,,
PH,DJ,3.037e-06,465835.0,,,,,,,,,,,,,,,,
PH,DM,8.662e-07,132855.0,,,,,,,,,,,,,,,,
PH,DO,0.0004226649,64830580.0,,,,,,,,,,,,,,,,
PH,DZ,7.9583e-06,1220689.0,,,,,,,,,,,,,,,,
PH,EC,0.0001335016,20477178.0,,,,,,,,,,,,,,,,
PH,EG,0.0001194288,18318615.0,,,,,,,,,,,,,,,,
PH,ET,1.3827e-05,2120856.0,,,,,,,,,,,,,,,,
PH,EU,0.0819680997,12572700384.0,,,,,,,,,,,,,,,,
PH,FJ,2.76778e-05,4245367.0,,,,,,,,,,,,,,,,
PH,FK,2.044e-07,31350.0,,,,,,,,,,,,,,,,
PH,FM,9.87995e-05,15154394.0,,,,,,,,,,,,,,,,
PH,FO,3.6605e-06,561464.0,,,,,,,,,,,,,,,,
PH,GA,3.62126e-05,5554481.0,,,,,,,,,,,,,,,,
PH,GD,8.28e-08,12700.0,,,,,,,,,,,,,,,,
PH,GE,9.5652e-06,1467167.0,,,,,,,,,,,,,,,,
PH,GH,2.47096e-05,3790092.0000000005,,,,,,,,,,,,,,,,
PH,GI,2.315e-07,35506.0,,,,,,,,,,,,,,,,
PH,GL,5.12e-08,7852.0,,,,,,,,,,,,,,,,
PH,GM,2.214e-07,33962.0,,,,,,,,,,,,,,,,
PH,GN,3.5885e-06,550426.0,,,,,,,,,,,,,,,,
PH,GQ,5.7138e-06,876419.0,,,,,,,,,,,,,,,,
PH,GT,4.64573e-05,7125864.0,,,,,,,,,,,,,,,,
PH,GU,8.9724e-05,13762343.0,,,,,,,,,,,,,,,,
PH,GW,3.5e-09,543.0,,,,,,,,,,,,,,,,
PH,GY,3.5056e-06,537703.0,,,,,,,,,,,,,,,,
PH,HN,3.14964e-05,4831078.0,,,,,,,,,,,,,,,,
PH,HT,1.7002e-06,260781.0,,,,,,,,,,,,,,,,
PH,ID,0.0413701136,6345566698.0,0.0116102855,2252500000.0000005,0.0255494723,4230.0,0.0006769587,50413.0,0.0469741198,0.0050794693,0.1091570649,180000000.0,0.0792682927,26.0,0.08,2.0,,
PH,IL,0.0018177385,278814338.0,,,,,,,,,,,,,,,,
PH,IN,0.013622069,2089424944.9999998,0.0009924251,359200000.0,0.0572086011,,,16052.0,0.0149570264,0.0169224428,,,0.0365853659,12.0,0.04,1.0,,
PH,IQ,0.000127274,19521959.0,,,,,,,,,,,,,,,,
PH,IR,0.000360734,55331286.99999999,,,,,,,,,,,,,,,,
PH,IS,4.4961e-06,689628.0,,,,,,,,,,,,,,,,
PH,JM,3.3807e-06,518548.0,,,,,,,,,,,,,,,,
PH,JO,4.82134e-05,7395227.999999999,,,,,,,,,,,,,,,,
