COUNTRY,POST COUNTRY,Year,POST COUNT
MX,FR,2023,4
MX,DE,2016,2
MX,DE,2017,2
MX,DE,2019,2
MX,DE,2021,2
MX,DE,2023,2
MX,GH,2016,1
MX,GH,2017,1
MX,GH,2019,1
MX,GH,2021,1
MX,GH,2023,1
MX,GR,2016,1
MX,GR,2017,1
MX,GR,2019,1
MX,GR,2021,1
MX,GR,2023,1
MX,GT,2016,3
MX,GT,2017,3
MX,GT,2019,3
MX,GT,2021,3
MX,GT,2023,3
MX,GY,2016,1
MX,GY,2017,1
MX,GY,2019,1
MX,GY,2021,1
MX,GY,2023,1
MX,HT,2016,1
MX,HT,2017,1
MX,HT,2019,1
MX,HT,2021,1
MX,HT,2023,1
MX,VA,2016,1
MX,VA,2017,1
MX,VA,2019,1
MX,VA,2021,1
MX,VA,2023,1
MX,HN,2016,2
MX,HN,2017,2
MX,HN,2019,2
MX,HN,2021,2
MX,HN,2023,2
MX,HU,2016,1
MX,HU,2017,1
MX,HU,2019,1
MX,HU,2021,1
MX,HU,2023,1
MX,IN,2016,1
MX,IN,2017,1
MX,IN,2019,1
MX,IN,2021,1
MX,IN,2023,2
MX,ID,2016,1
MX,ID,2017,1
MX,ID,2019,1
MX,ID,2021,1
MX,ID,2023,1
MX,IR,2016,1
MX,IR,2017,1
MX,IR,2019,1
MX,IR,2021,1
MX,IR,2023,1
MX,IE,2016,1
MX,IE,2017,1
MX,IE,2019,1
MX,IE,2021,1
MX,IE,2023,1
MX,IL,2016,1
MX,IL,2017,1
MX,IL,2019,1
MX,IL,2021,1
MX,IL,2023,1
MX,IT,2016,2
MX,IT,2017,3
MX,IT,2019,3
MX,IT,2021,3
MX,IT,2023,3
MX,JM,2016,1
MX,JM,2017,1
MX,JM,2019,1
MX,JM,2021,1
MX,JM,2023,1
MX,JP,2016,1
MX,JP,2017,1
MX,JP,2019,1
MX,JP,2021,1
MX,JP,2023,1
MX,JO,2016,1
MX,JO,2017,1
MX,JO,2019,1
MX,JO,2021,1
MX,JO,2023,1
MX,KE,2016,1
MX,KE,2017,1
MX,KE,2019,1
MX,KE,2021,1
MX,KE,2023,1
MX,KW,2016,1
MX,KW,2017,1
MX,KW,2019,1
MX,KW,2021,1
MX,KW,2023,1
MX,LB,2016,1
MX,LB,2017,1
MX,LB,2019,1
MX,LB,2021,1
MX,LB,2023,1
MX,MA,2016,1
MX,MA,2017,1
MX,MA,2019,1
MX,MA,2021,1
MX,MA,2023,1
MX,MX,2016,1
MX,MX,2017,1
MX,MX,2019,1
MX,MAR,2016,1
MX,MAR,2017,1
MX,MAR,2019,1
MX,MAR,2021,1
MX,MAR,2023,1
MX,NL,2016,1
MX,NL,2017,1
MX,NL,2019,1
MX,NL,2021,1
MX,NL,2023,1
MX,NZ,2016,1
MX,NZ,2017,1
MX,NZ,2019,1
MX,NZ,2021,1
MX,NZ,2023,1
MX,NI,2016,1
MX,NI,2017,1
MX,NI,2019,1
MX,NI,2021,1
MX,NI,2023,1
MX,NG,2016,1
MX,NG,2017,1
MX,NG,2019,1
MX,NG,2021,1
MX,NG,2023,1
MX,NO,2016,1
MX,NO,2017,1
MX,NO,2019,1
MX,NO,2021,1
MX,NO,2023,1
MX,PA,2016,1
MX,PA,2017,1
MX,PA,2019,1
MX,PA,2021,1
MX,PA,2023,1
MX,PY,2016,1
MX,PY,2017,1
MX,PY,2019,1
MX,PY,2021,1
MX,PY,2023,1
MX,PE,2016,1
MX,PE,2017,1
MX,PE,2019,1
MX,PE,2021,1
MX,PE,2023,1
MX,PH,2016,1
MX,PH,2017,1
MX,PH,2019,1
MX,PH,2021,1
MX,PH,2023,1
MX,PL,2016,1
MX,PL,2017,1
MX,PL,2019,1
MX,PL,2021,1
MX,PL,2023,1
MX,PT,2016,1
MX,PT,2017,1
MX,PT,2019,1
MX,PT,2021,1
MX,PT,2023,1
MX,PR,2016,1
MX,PR,2017,1
MX,PR,2019,1
MX,PR,2021,1
MX,PR,2023,1
MX,QA,2016,1
MX,QA,2017,1
MX,QA,2019,1
MX,QA,2021,1
MX,QA,2023,1
MX,RO,2016,1
MX,RO,2017,1
MX,RO,2019,1
MX,RO,2021,1
MX,RO,2023,1
MX,RU,2016,1
MX,RU,2017,1
MX,RU,2019,1
MX,RU,2021,1
MX,RU,2023,1
MX,LC,2016,1
MX,LC,2017,1
MX,LC,2019,1
MX,LC,2021,1
MX,LC,2023,1
MX,SA,2016,1
MX,SA,2017,1
MX,SA,2019,1
MX,SA,2021,1
MX,SA,2023,1
MX,RS,2016,1
MX,RS,2017,1
MX,RS,2019,1
MX,RS,2021,1
MX,RS,2023,1
MX,SG,2016,1
MX,SG,2017,1
MX,SG,2019,1
MX,SG,2021,1
MX,SG,2023,1
MX,ZA,2016,1
MX,ZA,2017,1
MX,ZA,2019,1
MX,ZA,2021,1
MX,ZA,2023,1
MX,SK,2016,1
MX,SK,2017,1
MX,SK,2019,1
MX,SK,2021,1
MX,SK,2023,1
MX,ES,2016,2
MX,ES,2017,2
MX,ES,2019,2
MX,ES,2021,2
MX,ES,2023,2
MX,PS,2016,1
MX,PS,2017,1
MX,PS,2019,1
MX,PS,2021,1
MX,PS,2023,1
MX,SE,2016,1
MX,SE,2017,1
MX,SE,2019,1
MX,SE,2021,1
MX,SE,2023,1
MX,CH,2016,2
MX,CH,2017,2
MX,CH,2019,2
MX,CH,2021,2
MX,CH,2023,2
MX,TW,2016,1
MX,TW,2017,1
MX,TW,2019,1
MX,TW,2021,1
MX,TW,2023,1
MX,TH,2016,1
MX,TH,2017,1
MX,TH,2019,1
MX,TH,2021,1
MX,TH,2023,1
MX,TT,2016,1
MX,TT,2017,1
MX,TT,2019,1
MX,TT,2021,1
MX,TT,2023,1
MX,TR,2016,2
MX,TR,2017,2
MX,TR,2019,2
MX,TR,2021,2
MX,TR,2023,2
MX,UA,2016,1
MX,UA,2017,1
MX,UA,2019,1
MX,UA,2021,1
MX,UA,2023,1
MX,AE,2016,1
MX,AE,2017,1
MX,AE,2019,1
MX,AE,2021,1
MX,AE,2023,1
MX,UK,2016,1
MX,UK,2017,1
MX,UK,2019,1
MX,UK,2021,1
MX,UK,2023,1
MX,US,2016,53
MX,US,2017,51
MX,US,2019,51
MX,US,2021,52
MX,US,2023,54
MX,UY,2016,1
MX,UY,2017,1
MX,UY,2019,1
MX,UY,2021,1
MX,UY,2023,1
MX,VE,2016,1
MX,VE,2017,1
MX,VE,2019,1
MX,VE,2021,1
MX,VE,2023,1
MX,VN,2016,1
MX,VN,2017,1
MX,VN,2019,1
MX,VN,2021,1
MX,VN,2023,1
MO,AU,2017,1
MO,AU,2019,1
MO,AU,2021,1
MO,AU,2023,1
MO,AT,2017,1
MO,AT,2019,1
MO,AT,2021,1
MO,AT,2023,1
MO,BY,2023,1
MO,BE,2017,1
MO,BE,2019,1
MO,BE,2021,1
MO,BE,2023,1
MO,BRA,2017,1
MO,BG,2017,1
MO,BG,2019,1
MO,BG,2021,1
MO,BG,2023,1
MO,CA,2017,1
MO,CA,2019,1
MO,CA,2021,1
MO,CA,2023,1
MO,CN,2017,4
MO,CN,2019,4
MO,CN,2021,5
MO,CN,2023,6
MO,CU,2017,1
MO,CU,2019,1
MO,CU,2021,1
MO,CU,2023,1
MO,CZ,2017,1
MO,CZ,2019,1
MO,CZ,2021,1
MO,CZ,2023,1
MO,EG,2017,1
MO,EG,2019,1
MO,EG,2021,1
MO,EG,2023,1
MO,FR,2017,1
MO,FR,2019,1
MO,FR,2021,1
MO,FR,2023,1
MO,DE,2017,1
MO,DE,2019,1
MO,DE,2021,1
MO,DE,2023,1
MO,HU,2017,1
MO,HU,2019,1
MO,HU,2021,1
MO,HU,2023,1
MO,IN,2017,1
MO,IN,2019,1
MO,IN,2021,1
MO,IN,2023,1
MO,ID,2017,1
MO,IT,2017,1
MO,IT,2019,1
MO,IT,2021,1
MO,IT,2023,1
MO,JP,2017,2
MO,JP,2019,2
MO,JP,2021,2
MO,JP,2023,2
MO,KZ,2017,2
MO,KZ,2019,1
MO,KZ,2021,2
MO,KZ,2023,2
MO,KW,2017,1
MO,KW,2019,1
MO,KW,2021,1
MO,KW,2023,1
MO,KG,2017,1
MO,KG,2019,1
MO,KG,2021,1
MO,KG,2023,1
MO,LA,2017,1
MO,LA,2019,1
MO,LA,2021,1
MO,LA,2023,1
MO,MO,2017,1
MO,NK,2017,1
MO,NK,2019,1
MO,NK,2021,1
MO,NK,2023,1
MO,PL,2017,1
MO,PL,2019,1
MO,PL,2021,1
MO,PL,2023,1
MO,RU,2017,4
MO,RU,2019,4
MO,RU,2021,4
MO,RU,2023,5
MO,SG,2017,1
MO,SG,2019,1
MO,SG,2021,1
MO,SG,2023,1
MO,SK,2017,2
MO,SK,2019,2
MO,SK,2021,2
MO,SK,2023,2
MO,SE,2017,1
MO,SE,2019,1
MO,SE,2021,1
MO,SE,2023,1
MO,CH,2017,1
MO,CH,2019,1
MO,CH,2021,1
MO,CH,2023,1
MO,TW,2017,1
MO,TW,2019,1
MO,TW,2021,1
MO,TW,2023,1
MO,TH,2017,1
MO,TH,2019,1
MO,TH,2021,1
MO,TH,2023,1
MO,TR,2017,2
MO,TR,2019,2
MO,TR,2021,2
MO,TR,2023,2
MO,AE,2023,1
MO,UK,2017,1
MO,UK,2019,1
MO,UK,2021,1
MO,UK,2023,1
MO,US,2017,3
MO,US,2019,3
MO,US,2021,3
MO,US,2023,4
MO,VN,2017,1
MO,VN,2019,1
MO,VN,2021,1
MO,VN,2023,1
MY,AU,2017,1
MY,AU,2019,1
MY,AU,2021,1
MY,AU,2023,1
MY,AT,2017,1
MY,AT,2019,1
MY,AT,2021,1
MY,AT,2023,1
MY,BA,2017,1
MY,BA,2019,1
MY,BA,2021,1
MY,BA,2023,1
MY,BE,2017,1
MY,BE,2019,1
MY,BE,2021,1
MY,BE,2023,1
MY,BRA,2017,1
MY,BRA,2019,1
MY,BRA,2021,1
MY,BRA,2023,1
MY,BR,2017,1
MY,BR,2019,1
MY,BR,2021,1
MY,BR,2023,1
MY,CB,2017,1
MY,CB,2019,1
MY,CB,2021,1
MY,CB,2023,1
MY,CA,2017,1
MY,CA,2019,1
MY,CA,2021,1
MY,CA,2023,1
MY,CN,2017,4
MY,CN,2019,4
MY,CN,2021,4
MY,CN,2023,4
MY,CU,2021,1
MY,CU,2023,1
MY,CZ,2021,1
MY,CZ,2023,1
MY,EG,2017,1
MY,EG,2019,1
MY,EG,2021,1
MY,EG,2023,1
MY,FR,2017,1
MY,FR,2019,1
MY,FR,2021,1
MY,FR,2023,1
MY,DE,2017,1
MY,DE,2019,1
MY,DE,2021,1
MY,DE,2023,1
MY,IN,2017,2
MY,IN,2019,2
MY,IN,2021,2
MY,IN,2023,2
MY,ID,2017,2
MY,ID,2019,2
MY,ID,2021,2
MY,ID,2023,2
MY,IL,2017,1
MY,IL,2019,1
MY,IL,2021,1
MY,IL,2023,1
MY,IT,2017,1
MY,IT,2019,1
MY,IT,2021,1
MY,IT,2023,1
MY,JP,2017,1
MY,JP,2019,1
MY,JP,2021,1
MY,JP,2023,1
MY,KW,2017,1
MY,KW,2019,1
MY,KW,2021,1
MY,KW,2023,1
MY,LA,2017,1
MY,LA,2019,1
MY,LA,2021,1
MY,LA,2023,1
MY,MA,2017,1
MY,MA,2019,1
MY,MA,2021,1
MY,MA,2023,1
MY,NP,2017,1
MY,NP,2019,1
MY,NP,2021,1
MY,NP,2023,1
MY,NO,2017,1
MY,NO,2019,1
MY,NO,2021,1
MY,NO,2023,1
MY,PK,2017,1
MY,PK,2019,1
MY,PK,2021,1
MY,PK,2023,1
MY,PH,2017,1
MY,PH,2019,1
MY,PH,2021,1
MY,PH,2023,1
MY,RU,2017,1
MY,RU,2019,1
MY,RU,2021,1
MY,RU,2023,1
MY,SA,2017,1
MY,SA,2019,1
MY,SA,2021,1
MY,SA,2023,1
MY,RS,2017,1
MY,RS,2019,1
MY,RS,2021,1
MY,RS,2023,1
MY,SG,2017,1
MY,SG,2019,1
MY,SG,2021,1
MY,SG,2023,1
MY,ZA,2017,1
MY,ZA,2019,1
MY,ZA,2021,1
MY,ZA,2023,1
MY,SK,2017,1
MY,SK,2019,1
MY,SK,2021,1
MY,SK,2023,1
MY,SL,2017,1
MY,SL,2019,1
MY,SL,2021,1
MY,SL,2023,1
MY,CH,2017,1
MY,CH,2019,1
MY,CH,2021,1
MY,CH,2023,1
MY,TH,2017,2
MY,TH,2019,2
MY,TH,2021,2
MY,TH,2023,2
MY,UK,2017,1
MY,UK,2019,1
MY,UK,2021,1
MY,UK,2023,1
MY,US,2017,3
MY,US,2019,3
MY,US,2021,3
MY,US,2023,3
MY,VN,2017,1
MY,VN,2019,1
MY,VN,2021,1
MY,VN,2023,1
NP,AU,2017,1
NP,AU,2019,1
NP,AU,2021,1
NP,AU,2023,1
NP,AT,2019,1
NP,AT,2021,1
NP,AT,2023,1
NP,BH,2017,1
NP,BH,2019,1
NP,BH,2021,1
NP,BH,2023,1
NP,BA,2017,1
NP,BA,2019,1
NP,BA,2021,1
NP,BA,2023,1
NP,BE,2017,1
NP,BE,2019,1
NP,BE,2021,1
NP,BE,2023,1
NP,BRA,2017,1
NP,BRA,2019,1
NP,BRA,2021,1
NP,BRA,2023,1
NP,CA,2017,1
NP,CA,2019,1
NP,CA,2021,1
NP,CA,2023,1
NP,CN,2017,3
NP,CN,2019,4
NP,CN,2021,4
NP,CN,2023,5
NP,DK,2017,1
NP,DK,2019,1
NP,DK,2021,1
NP,DK,2023,1
NP,EG,2017,1
NP,EG,2019,1
NP,EG,2021,1
NP,EG,2023,1
NP,FR,2017,1
NP,FR,2019,1
NP,FR,2021,1
NP,FR,2023,1
NP,DE,2017,1
NP,DE,2019,1
NP,DE,2021,1
NP,DE,2023,1
NP,IN,2017,2
NP,IN,2019,2
NP,IN,2021,2
NP,IN,2023,2
NP,IL,2017,1
NP,IL,2019,1
NP,IL,2021,1
NP,IL,2023,1
NP,JP,2017,1
NP,JP,2019,1
NP,JP,2021,1
NP,JP,2023,1
NP,KW,2017,1
NP,KW,2019,1
NP,KW,2021,1
NP,KW,2023,1
NP,MA,2017,1
NP,MA,2019,1
NP,MA,2021,1
NP,MA,2023,1
NP,MY,2017,1
NP,MY,2019,1
NP,MY,2021,1
NP,MY,2023,1
NP,OM,2017,1
NP,OM,2019,1
NP,OM,2021,1
NP,OM,2023,1
NP,PK,2017,1
NP,PK,2019,1
NP,PK,2021,1
NP,PK,2023,1
NP,QA,2017,1
NP,QA,2019,1
NP,QA,2021,1
NP,QA,2023,1
NP,RU,2017,1
NP,RU,2019,1
NP,RU,2021,1
NP,RU,2023,1
NP,SA,2017,2
NP,SA,2019,2
NP,SA,2021,2
NP,SA,2023,2
NP,ZA,2017,1
NP,ZA,2019,1
NP,ZA,2021,1
NP,ZA,2023,1
NP,SK,2017,1
NP,SK,2019,1
NP,SK,2021,1
NP,SK,2023,1
NP,ES,2019,1
NP,ES,2021,1
NP,ES,2023,1
NP,SL,2017,1
NP,SL,2019,1
NP,SL,2021,1
NP,SL,2023,1
NP,CH,2017,1
NP,CH,2019,1
NP,CH,2021,1
NP,CH,2023,1
NP,TH,2017,1
NP,TH,2019,1
NP,TH,2021,1
NP,TH,2023,1
NP,AE,2017,1
NP,AE,2019,1
NP,AE,2021,1
NP,AE,2023,1
NP,UK,2017,1
NP,UK,2019,1
NP,UK,2021,1
NP,UK,2023,1
NP,US,2017,3
NP,US,2019,3
NP,US,2021,3
NP,US,2023,3
NL,AF,2016,1
NL,AF,2017,1
NL,AF,2019,1
NL,AL,2016,1
NL,AL,2017,1
NL,AL,2019,1
NL,AL,2021,1
NL,AL,2023,1
NL,DZ,2016,1
NL,DZ,2017,1
NL,DZ,2019,1
NL,DZ,2021,1
NL,DZ,2023,1
NL,AO,2016,1
NL,AO,2017,1
NL,AO,2019,1
NL,AO,2021,1
NL,AO,2023,1
NL,AR,2016,1
NL,AR,2017,1
NL,AR,2019,1
NL,AR,2021,1
NL,AR,2023,1
NL,AM,2023,1
NL,AU,2016,2
NL,AU,2017,2
NL,AU,2019,2
NL,AU,2021,2
NL,AU,2023,2
NL,AT,2016,2
NL,AT,2017,2
NL,AT,2019,2
NL,AT,2021,3
NL,AT,2023,2
NL,AZ,2016,1
NL,AZ,2017,1
NL,AZ,2019,1
NL,AZ,2021,1
NL,AZ,2023,1
NL,BA,2016,1
NL,BA,2017,1
NL,BA,2019,1
NL,BA,2021,1
NL,BA,2023,1
NL,BY,2019,1
NL,BY,2021,1
NL,BY,2023,1
NL,BE,2016,3
NL,BE,2017,4
NL,BE,2019,4
NL,BE,2021,4
NL,BE,2023,4
NL,BJ,2016,1
NL,BJ,2017,1
NL,BJ,2019,1
NL,BJ,2021,1
NL,BJ,2023,1
NL,BIH,2016,1
NL,BIH,2017,1
NL,BIH,2019,1
NL,BIH,2021,1
NL,BIH,2023,1
NL,BRA,2016,3
NL,BRA,2017,3
NL,BRA,2019,3
NL,BRA,2021,3
NL,BRA,2023,3
NL,BG,2016,1
NL,BG,2017,1
NL,BG,2019,1
NL,BG,2021,1
NL,BG,2023,1
NL,BF,2021,1
NL,BF,2023,1
NL,BI,2019,1
NL,BI,2021,1
NL,BI,2023,1
NL,CA,2016,3
NL,CA,2017,3
NL,CA,2019,3
NL,CA,2021,3
NL,CA,2023,3
NL,TD,2019,1
NL,TD,2021,1
NL,TD,2023,1
NL,CL,2016,1
NL,CL,2017,1
NL,CL,2019,1
NL,CL,2021,1
NL,CL,2023,1
NL,CN,2016,5
NL,CN,2017,5
NL,CN,2019,5
NL,CN,2021,5
NL,CN,2023,5
NL,CO,2016,1
NL,CO,2017,1
NL,CO,2019,1
NL,CO,2021,1
NL,CO,2023,1
NL,CR,2016,1
NL,CR,2017,1
NL,CR,2019,1
NL,CR,2021,1
NL,CR,2023,1
NL,CI,2017,1
NL,CI,2019,1
NL,CI,2021,1
NL,CI,2023,1
NL,HR,2016,1
NL,HR,2017,1
NL,HR,2019,1
NL,HR,2021,1
NL,HR,2023,1
NL,CU,2016,1
NL,CU,2017,1
NL,CU,2019,1
NL,CU,2021,1
NL,CU,2023,1
NL,CY,2016,1
NL,CY,2017,1
NL,CY,2019,1
NL,CY,2021,1
NL,CY,2023,1
NL,CZ,2016,1
NL,CZ,2017,1
NL,CZ,2019,1
NL,CZ,2021,1
NL,CZ,2023,1
NL,CD,2016,1
NL,CD,2017,1
NL,CD,2019,1
NL,CD,2021,1
NL,CD,2023,1
NL,DK,2016,1
NL,DK,2017,1
NL,DK,2019,1
NL,DK,2021,1
NL,DK,2023,1
NL,DO,2016,1
NL,DO,2017,1
NL,DO,2019,1
NL,DO,2021,1
NL,DO,2023,1
NL,EG,2016,1
NL,EG,2017,1
NL,EG,2019,1
NL,EG,2021,1
NL,EG,2023,1
NL,EE,2016,1
NL,EE,2017,1
NL,EE,2019,1
NL,EE,2021,1
NL,EE,2023,1
NL,ET,2016,1
NL,ET,2017,1
NL,ET,2019,1
NL,ET,2021,1
NL,ET,2023,1
NL,FI,2016,1
NL,FI,2017,1
NL,FI,2019,1
NL,FI,2021,1
NL,FI,2023,1
NL,FR,2016,4
NL,FR,2017,4
NL,FR,2019,4
NL,FR,2021,4
NL,FR,2023,4
NL,GE,2016,1
NL,GE,2017,1
NL,GE,2019,1
NL,GE,2021,1
NL,GE,2023,1
NL,DE,2016,3
NL,DE,2017,3
NL,DE,2019,3
NL,DE,2021,3
NL,DE,2023,3
NL,GH,2016,1
NL,GH,2017,1
NL,GH,2019,1
NL,GH,2021,1
NL,GH,2023,1
NL,GR,2016,1
NL,GR,2017,1
NL,GR,2019,1
NL,GR,2021,1
NL,GR,2023,1
NL,VA,2016,1
NL,VA,2017,1
NL,VA,2019,1
NL,VA,2021,1
NL,VA,2023,1
NL,HU,2016,1
NL,HU,2017,1
NL,HU,2019,1
NL,HU,2021,1
NL,HU,2023,1
NL,IN,2016,2
NL,IN,2017,2
NL,IN,2019,3
NL,IN,2021,3
NL,IN,2023,3
NL,ID,2016,1
NL,ID,2017,1
NL,ID,2019,1
NL,ID,2021,1
NL,ID,2023,1
NL,IR,2016,1
NL,IR,2017,1
NL,IR,2019,1
NL,IR,2021,1
NL,IR,2023,1
NL,IQ,2016,1
NL,IQ,2017,2
NL,IQ,2019,2
NL,IQ,2021,2
NL,IQ,2023,2
NL,IE,2016,2
NL,IE,2017,2
NL,IE,2019,1
NL,IE,2021,1
NL,IE,2023,1
NL,IL,2016,1
NL,IL,2017,1
NL,IL,2019,1
NL,IL,2021,1
NL,IL,2023,1
NL,IT,2016,3
NL,IT,2017,3
NL,IT,2019,3
NL,IT,2021,3
NL,IT,2023,3
NL,JP,2016,2
NL,JP,2017,2
NL,JP,2019,2
NL,JP,2021,2
NL,JP,2023,2
NL,JO,2016,1
NL,JO,2017,1
NL,JO,2019,1
NL,JO,2021,1
NL,JO,2023,1
NL,KZ,2016,1
NL,KZ,2017,1
NL,KZ,2019,1
NL,KZ,2021,1
NL,KZ,2023,1
NL,KE,2016,1
NL,KE,2017,1
NL,KE,2019,1
NL,KE,2021,1
NL,KE,2023,1
NL,XK,2016,1
NL,XK,2017,1
NL,XK,2019,1
NL,XK,2021,1
NL,XK,2023,1
NL,KW,2016,1
NL,KW,2017,1
NL,KW,2019,1
NL,KW,2021,1
NL,KW,2023,1
NL,LV,2016,1
NL,LV,2017,1
NL,LV,2019,1
NL,LV,2021,1
NL,LV,2023,1
NL,LB,2016,1
NL,LB,2017,1
NL,LB,2019,1
NL,LB,2021,1
NL,LB,2023,1
NL,LT,2016,1
NL,LT,2017,1
NL,LT,2019,1
NL,LT,2021,1
NL,LT,2023,1
NL,LU,2016,1
NL,LU,2017,1
NL,LU,2019,1
NL,LU,2021,1
NL,LU,2023,1
NL,MA,2016,1
NL,MA,2017,1
NL,MA,2019,1
NL,MA,2021,1
NL,MA,2023,1
NL,ML,2016,1
NL,ML,2017,1
NL,ML,2019,1
NL,ML,2021,1
NL,ML,2023,1
NL,MT,2016,1
NL,MT,2017,1
NL,MT,2019,1
NL,MT,2021,1
NL,MT,2023,1
NL,MX,2016,1
NL,MX,2017,1
NL,MX,2019,1
NL,MX,2021,1
NL,MX,2023,1
NL,MD,2021,1
NL,MD,2023,1
NL,MC,2016,1
NL,MC,2017,1
NL,MC,2019,1
NL,MAR,2016,1
NL,MAR,2017,1
NL,MAR,2019,1
NL,MAR,2021,1
NL,MAR,2023,1
NL,MZ,2016,1
NL,MZ,2017,1
NL,MZ,2019,1
NL,MZ,2021,1
NL,MZ,2023,1
NL,MY,2019,1
NL,MY,2021,1
NL,MY,2023,1
NL,NL,2017,1
NL,NL,2019,1
NL,NL,2021,2
NL,NL,2023,1
NL,NZ,2016,1
NL,NZ,2017,1
NL,NZ,2019,1
NL,NZ,2021,1
NL,NZ,2023,1
NL,NE,2019,1
NL,NG,2016,1
NL,NG,2017,1
NL,NG,2019,2
NL,NG,2021,2
NL,NG,2023,2
NL,MK,2016,1
NL,MK,2017,1
NL,MK,2019,1
NL,MK,2021,1
NL,MK,2023,1
NL,NO,2016,1
NL,NO,2017,1
NL,NO,2019,1
NL,NO,2021,1
NL,NO,2023,1
NL,OM,2016,1
NL,OM,2017,1
NL,OM,2019,1
NL,OM,2021,1
NL,OM,2023,1
NL,PK,2016,1
NL,PK,2017,1
NL,PK,2019,1
NL,PK,2021,1
NL,PK,2023,1
NL,PA,2016,1
NL,PA,2017,1
NL,PA,2019,1
NL,PA,2021,1
NL,PA,2023,1
NL,PE,2016,1
NL,PE,2017,1
NL,PE,2019,1
NL,PE,2021,1
NL,PE,2023,1
NL,PH,2016,1
NL,PH,2017,1
NL,PH,2019,1
NL,PH,2021,1
NL,PH,2023,1
NL,PL,2016,1
NL,PL,2017,1
NL,PL,2019,1
NL,PL,2021,1
NL,PL,2023,1
NL,PT,2016,1
NL,PT,2017,1
NL,PT,2019,1
NL,PT,2021,1
NL,PT,2023,1
NL,QA,2016,1
NL,QA,2017,1
NL,QA,2019,1
NL,QA,2021,1
NL,QA,2023,1
NL,RO,2016,1
NL,RO,2017,1
NL,RO,2019,1
NL,RO,2021,1
NL,RO,2023,1
NL,RU,2016,2
NL,RU,2017,2
NL,RU,2019,2
NL,RU,2021,2
NL,RU,2023,2
NL,RW,2016,1
NL,RW,2017,1
NL,RW,2019,1
NL,RW,2021,1
NL,RW,2023,1
NL,SA,2016,1
NL,SA,2017,1
NL,SA,2019,1
NL,SA,2021,1
NL,SA,2023,1
NL,SN,2016,1
NL,SN,2017,1
NL,SN,2019,1
NL,SN,2021,1
NL,SN,2023,1
NL,RS,2016,1
NL,RS,2017,1
NL,RS,2019,1
NL,RS,2021,1
NL,RS,2023,1
NL,SG,2016,1
NL,SG,2017,1
NL,SG,2019,1
NL,SG,2021,1
NL,SG,2023,1
NL,SVK,2016,1
NL,SVK,2017,1
NL,SVK,2019,1
NL,SVK,2021,1
NL,SVK,2023,1
NL,SI,2016,1
NL,SI,2017,1
NL,SI,2019,1
NL,SI,2021,1
NL,SI,2023,1
NL,ZA,2016,2
NL,ZA,2017,2
NL,ZA,2019,2
NL,ZA,2021,2
NL,ZA,2023,2
NL,SK,2016,1
NL,SK,2017,1
NL,SK,2019,1
NL,SK,2021,1
NL,SK,2023,1
NL,SS,2016,1
NL,SS,2017,1
NL,SS,2019,1
NL,SS,2021,1
NL,SS,2023,1
NL,ES,2016,1
NL,ES,2017,1
NL,ES,2019,1
NL,ES,2021,1
NL,ES,2023,1
NL,SL,2016,1
NL,SL,2017,1
NL,SL,2019,1
NL,SL,2021,1
NL,SL,2023,1
NL,PS,2016,1
NL,PS,2017,1
NL,PS,2019,1
NL,PS,2021,1
NL,PS,2023,1
NL,SD,2016,1
NL,SD,2017,1
NL,SD,2019,1
NL,SD,2021,1
NL,SR,2016,1
NL,SR,2017,1
NL,SR,2019,1
NL,SR,2021,1
NL,SR,2023,1
NL,SE,2016,1
NL,SE,2017,1
NL,SE,2019,1
NL,SE,2021,1
NL,SE,2023,1
NL,CH,2016,5
NL,CH,2017,4
NL,CH,2019,4
NL,CH,2021,4
NL,CH,2023,2
NL,TW,2016,1
NL,TW,2017,1
NL,TW,2019,1
NL,TW,2021,1
NL,TW,2023,1
NL,TZ,2016,1
NL,TZ,2017,1
NL,TZ,2019,1
NL,TZ,2021,1
NL,TZ,2023,1
NL,TH,2016,1
NL,TH,2017,1
NL,TH,2019,1
NL,TH,2021,1
NL,TH,2023,1
NL,TT,2016,1
NL,TT,2017,1
NL,TT,2019,1
NL,TT,2021,1
NL,TT,2023,1
NL,TN,2016,1
NL,TN,2017,1
NL,TN,2019,1
NL,TN,2021,1
NL,TN,2023,1
NL,TR,2016,2
NL,TR,2017,2
NL,TR,2019,2
NL,TR,2021,2
NL,TR,2023,2
NL,UG,2016,1
NL,UG,2017,1
NL,UG,2019,1
NL,UG,2021,1
NL,UG,2023,1
NL,UA,2016,1
NL,UA,2017,1
NL,UA,2019,1
NL,UA,2021,1
NL,UA,2023,1
NL,AE,2016,2
NL,AE,2017,2
NL,AE,2019,2
NL,AE,2021,2
NL,AE,2023,2
NL,UK,2016,1
NL,UK,2017,1
NL,UK,2019,1
NL,UK,2021,1
NL,UK,2023,1
NL,US,2016,6
NL,US,2017,6
NL,US,2019,7
NL,US,2021,7
NL,US,2023,7
NL,VE,2016,1
NL,VE,2017,1
NL,VE,2019,1
NL,VE,2021,1
NL,VE,2023,1
NL,VN,2016,2
NL,VN,2017,2
NL,VN,2019,2
NL,VN,2021,2
NL,VN,2023,2
NL,ZW,2016,1
NL,ZW,2017,1
NL,ZW,2019,1
NL,ZW,2021,1
NL,ZW,2023,1
NZ,AR,2016,1
NZ,AR,2017,1
NZ,AR,2019,1
NZ,AR,2023,1
